accver	taxid	isolate	host	genotype	country	isolation_source	collection_date	strain	serotype	group	old_name	type	collected_by	gb_acronym	note	lab_host	subtype1	acronym	note.1	NA.	clone	map	cell_line	lat_lon	segment	identified_by	culture_collection	serogroup	subgroup	tissue_lib	tissue_type	acronym.1	variety
KX691694.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2011-12-31	JXC037/2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691693.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2010-12-31	JXC064/2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691692.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2010-12-31	JXC091/2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691691.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2010-12-31	JXC130/2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691690.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2011-12-31	JXC029/2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX691689.1	28280	NA	Homo sapiens	NA	China	conjunctival swab	2011-12-31	JXC042/2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP739842.1	10519	NA	Homo sapiens	NA	Singapore	NA	2013-04-30	NUH007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP739841.1	10519	NA	Homo sapiens	NA	Singapore	NA	2013-02-01	KK113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP729822.1	10519	NUH007/Singapore/2013	Homo sapiens	NA	Singapore	NA	2013-05-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP729815.1	10519	NUH008/Singapore/2013	Homo sapiens	NA	Singapore	NA	2013-05-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807388.1	28280	BCH_3905A	Homo sapiens	NA	China	nasal wash	2013-02-09	NA	4	NA	Human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807380.1	28280	BCH_333A	Homo sapiens	NA	China	nasal wash	2007-11-28	NA	4	NA	Human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM449007.1	46941	45-PLC	NA	NA	Canada	wastewater	2008-04-14	NA	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115455.1	10519	NA	NA	NA	NA	NA	NA	Gomen	NA	NA	Human adenovirus type 7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868374.1	28280	GyK096B	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868373.1	28280	GyK096	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868334.1	28280	GyK055	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868302.1	31544	GyK023	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288124.1	46943	NA	NA	NA	NA	NA	NA	ATCC VR-988	38	NA	Human adenovirus type 38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736446.1	10519	B7/Shenzhen179/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-09-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736445.1	10519	B7/Shenzhen155/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736444.1	10519	B7/Shenzhen119/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736443.1	10519	B7/Shenzhen109/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736442.1	10519	B7/Shenzhen101/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736441.1	10519	B7/Shenzhen097/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736440.1	10519	B7/Shenzhen092/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736439.1	10519	B7/Shenzhen091/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736438.1	10519	B7/Shenzhen090/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807378.1	10519	BCH_2888A	Homo sapiens	NA	China	nasal wash	2011-11-17	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807371.1	10519	BCH_2111A	Homo sapiens	NA	China	nasal wash	2010-06-28	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807369.1	10519	BCH_1999A	Homo sapiens	NA	China	nasal wash	2010-04-22	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042829.1	46922	Aids39	Homo sapiens	NA	United Kingdom	stool	1992-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736655.1	130310	D/Shenzhen068/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736652.1	130310	D/Shenzhen017/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736651.1	130310	D/Shenzhen154/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736650.1	130310	D/Shenzhen122/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736648.1	130310	D/Shenzhen110/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736647.1	130310	D/Shenzhen097/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736646.1	130310	D/Shenzhen038/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736644.1	130310	D/Shenzhen003/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736626.1	28280	E4/Shenzhen031/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736624.1	28280	E4/Shenzhen018/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736578.1	28280	E4/Shenzhen087/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736426.1	10519	B7/Shenzhen054/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868401.1	1337398	GyK123	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868352.1	1337398	GyK073	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868340.1	1337398	GyK061	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868332.1	1337398	GyK053	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF326943.1	1967472	NA	Homo sapiens	NA	NA	feces	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP729824.1	10519	KK342/Singapore/2013	Homo sapiens	NA	Singapore	NA	2013-05-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807375.1	10519	BCH_2752A	Homo sapiens	NA	China	nasal wash	2011-05-29	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288122.1	46934	NA	NA	NA	NA	NA	NA	ATCC VR-626	33	NA	Human adenovirus type 33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115440.1	28280	NA	NA	NA	NA	NA	NA	RI-67	NA	NA	Human adenovirus type 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115419.1	46923	NA	NA	NA	NA	NA	NA	931	NA	NA	Human adenovirus type 20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115414.1	31544	NA	NA	NA	NA	NA	NA	Ch.79	NA	NA	Human adenovirus type 16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU923805.1	10519	302/N.Nov/RU/2013	Homo sapiens	NA	Russia: Nizhny Novgorod	feces	2013-01-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288113.1	46925	NA	NA	NA	NA	NA	NA	ATCC VR-1101	23	NA	Human adenovirus type 23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ620251.1	45659	NA	Homo sapiens	NA	Turkey	conjunctival swab sample	2005-12-31	17-06/06	NA	NA	Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ620236.1	45659	NA	Homo sapiens	NA	Turkey	conjunctival swab sample	2005-12-31	2-03/06	NA	NA	Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN176455.1	45659	F54v1	Homo sapiens	NA	United Kingdom	feces	2005-12-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	identical sequence isolated from blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY288108.1	46922	NA	NA	NA	NA	NA	NA	ATCC VR-1094	17	NA	Human adenovirus type 17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115429.1	45659	NA	NA	NA	NA	NA	NA	G.B.	NA	NA	Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736654.1	130310	D/Shenzhen057/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736653.1	130310	D/Shenzhen036/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736645.1	130310	D/Shenzhen012/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868361.1	1337398	GyK082	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ042844.1	130310	Aids25	Homo sapiens	NA	United Kingdom	stool	1992-12-31	NA	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM449011.1	130310	70-PLC	NA	NA	Canada	wastewater	2008-04-14	NA	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115448.1	46942	NA	NA	NA	NA	NA	NA	1601	NA	NA	Human adenovirus type 47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115447.1	46941	NA	NA	NA	NA	NA	NA	1594	NA	NA	Human adenovirus type 46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115411.1	46921	NA	NA	NA	NA	NA	NA	A.A.	NA	NA	Human adenovirus type 13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868310.1	28280	GyK031	Homo sapiens	NA	Sweden	NA	NA	NA	NA	NA	human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH133255.1	10534	01189	NA	NA	Taiwan	NA	2014-02-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG660803.1	10519	Baghdad/NPS54-Iraq	Homo sapiens	NA	Iraq: Baghdad	NA	2015-10-27	NA	NA	NA	Human adenovirus type 7	7	Khalaf J Rasha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU923806.1	10527	122/N.Nov/RU/2015	Homo sapiens	NA	Russia: Nizhny Novgorod	feces	2014-12-31	NA	NA	NA	Human adenovirus 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ527482.1	10519	014	Homo sapiens	NA	Kenya	HEp-2 cells	2011-10-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA
KJ527474.1	10519	006	Homo sapiens	NA	Kenya	nasopharyngeal swabs	2011-07-10	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA
KF279618.1	10519	84-C3	Homo sapiens	NA	United Kingdom	NA	1983-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF279615.1	10519	84-E1	Homo sapiens	NA	United Kingdom	NA	1983-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115445.1	46939	NA	NA	NA	NA	NA	NA	1584	NA	NA	Human adenovirus type 44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ115422.1	46925	NA	NA	NA	NA	NA	NA	2732	NA	NA	Human adenovirus type 23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736424.1	45659	B3/Shenzhen027/CHN/2018	Homo sapiens	NA	China	conjunctival swab	2018-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736422.1	45659	B3/Shenzhen145/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736421.1	45659	B3/Shenzhen081/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736420.1	45659	B3/Shenzhen080/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736419.1	45659	B3/Shenzhen079/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736418.1	45659	B3/Shenzhen061/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736417.1	45659	B3/Shenzhen058/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736416.1	45659	B3/Shenzhen050/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736415.1	45659	B3/Shenzhen049/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736414.1	45659	B3/Shenzhen045/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736412.1	45659	B3/Shenzhen002/CHN/2017	Homo sapiens	NA	China	conjunctival swab	2017-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736411.1	45659	B3/Shenzhen173/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-09-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736410.1	45659	B3/Shenzhen016/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736409.1	45659	B3/Shenzhen149/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736408.1	45659	B3/Shenzhen148/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736407.1	45659	B3/Shenzhen143/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736406.1	45659	B3/Shenzhen138/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736405.1	45659	B3/Shenzhen130/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736404.1	45659	B3/Shenzhen012/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736403.1	45659	B3/Shenzhen129/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736402.1	45659	B3/Shenzhen128/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-08-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736401.1	45659	B3/Shenzhen124/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736400.1	45659	B3/Shenzhen123/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736399.1	45659	B3/Shenzhen011/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736398.1	45659	B3/Shenzhen113/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-07-31	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK736397.1	45659	B3/Shenzhen110/CHN/2016	Homo sapiens	NA	China	conjunctival swab	2016-06-30	NA	NA	NA	NA	NA	Long Chen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
